Event_ID,Date,Route,Incident_Type,Severity,Vessel_Type_Affected,Flag_State,Estimated_Delay_Hours,Cargo_Volume_Impacted_KT,Lat,Lon,Reroute_Required,Conflict_Phase
EVT-00329,2025-04-19,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Moderate,VLCC,China,16.0,128.0,12.6722,42.3876,False,Maritime Blockade Threats
EVT-00330,2025-04-19,Suez Canal,Houthi Anti-Ship Missile,Minor,Product Tanker,China,15.3,26.0,30.3504,31.7021,False,Maritime Blockade Threats
EVT-00331,2025-04-19,Persian Gulf – East China Sea,Insurance No-Go Zone Declaration,Severe,Aframax,Panama,64.2,623.0,15.5134,64.5459,True,Maritime Blockade Threats
EVT-00332,2025-04-21,Bab el-Mandeb / Red Sea,Unexploded Ordnance Discovery,Moderate,Aframax,Bahamas,119.6,548.0,11.8403,42.7102,False,Maritime Blockade Threats
EVT-00333,2025-04-21,Strait of Malacca,IRGC Fast-Boat Harassment,Minor,Product Tanker,Japan,0.4,56.0,2.6895,100.7489,False,Maritime Blockade Threats
EVT-00334,2025-04-23,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Minor,LPG Carrier,Japan,3.1,53.0,11.8223,44.2595,True,Maritime Blockade Threats
EVT-00335,2025-04-24,Suez Canal,Cyber-Attack on Port Systems,Minor,LNG Carrier,China,12.2,5.0,29.5799,32.8472,False,Maritime Blockade Threats
EVT-00336,2025-04-24,Persian Gulf – East China Sea,Cyber-Attack on Port Systems,Minor,Bulk Carrier,Bahamas,3.0,24.0,10.9982,62.7155,False,Maritime Blockade Threats
EVT-00337,2025-04-25,Strait of Hormuz,Oil Spill from Damaged Tanker,Critical,Bulk Carrier,Liberia,105.2,4058.0,26.1892,56.1582,True,Maritime Blockade Threats
EVT-00338,2025-04-25,Strait of Hormuz,Maritime Corridor Suspension,Minor,Bulk Carrier,Bahamas,5.9,2.0,26.814,56.1888,False,Maritime Blockade Threats
EVT-00339,2025-04-25,Strait of Hormuz,Coalition Naval Escort Delay,Severe,Aframax,Marshall Islands,55.2,118.0,25.502,56.1149,True,Maritime Blockade Threats
EVT-00340,2025-04-25,Persian Gulf – East China Sea,Missile Attack on Tanker,Severe,Suezmax,Bahamas,28.9,41.0,19.3705,105.4868,True,Maritime Blockade Threats
EVT-00341,2025-04-26,Aden Gulf – Indian Ocean,Maritime Corridor Suspension,Minor,LPG Carrier,Hong Kong,1.3,124.0,19.8496,112.29,True,Maritime Blockade Threats
EVT-00342,2025-04-27,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Minor,Product Tanker,Marshall Islands,0.1,116.0,12.1929,42.4679,False,Maritime Blockade Threats
EVT-00343,2025-04-28,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Minor,Bulk Carrier,Hong Kong,12.4,97.0,12.6105,42.8713,False,Maritime Blockade Threats
EVT-00344,2025-04-29,Persian Gulf – East China Sea,Naval Mine Detonation,Minor,LNG Carrier,Liberia,1.1,8.0,10.2013,83.8804,False,Maritime Blockade Threats
EVT-00345,2025-04-30,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Moderate,Aframax,Liberia,4.7,13.0,13.2185,43.334,False,Maritime Blockade Threats
EVT-00346,2025-04-30,Strait of Malacca,Military Blockade Enforcement,Severe,LPG Carrier,Hong Kong,99.0,673.0,2.9769,100.9233,True,Maritime Blockade Threats
EVT-00347,2025-04-30,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Severe,Product Tanker,Greece,13.9,730.0,12.0843,43.4869,True,Maritime Blockade Threats
EVT-00348,2025-05-01,Strait of Hormuz,Naval Mine Detonation,Moderate,Suezmax,Japan,3.4,231.0,25.7504,56.2321,False,Maritime Blockade Threats
EVT-00349,2025-05-01,Suez Canal,Military Blockade Enforcement,Severe,Aframax,Liberia,112.9,109.0,29.7431,31.8093,True,Maritime Blockade Threats
EVT-00350,2025-05-02,Strait of Hormuz,Piracy / Armed Boarding,Moderate,Product Tanker,China,34.9,76.0,26.216,55.6483,True,Maritime Blockade Threats
EVT-00351,2025-05-02,Persian Gulf – Bay of Bengal,Drone Strike Near Vessel,Moderate,LNG Carrier,Japan,27.2,76.0,26.6566,104.1385,True,Maritime Blockade Threats
EVT-00352,2025-05-03,Cape of Good Hope (reroute),Maritime Corridor Suspension,Minor,LPG Carrier,Greece,2.0,2.0,-34.6358,18.8974,True,Maritime Blockade Threats
EVT-00353,2025-05-03,Suez Canal,Cyber-Attack on Port Systems,Severe,Aframax,China,75.6,917.0,30.3773,31.4277,True,Maritime Blockade Threats
EVT-00354,2025-05-03,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Moderate,Bulk Carrier,Hong Kong,6.1,117.0,11.989,42.4559,True,Maritime Blockade Threats
EVT-00355,2025-05-03,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Moderate,LNG Carrier,Greece,34.8,147.0,11.8032,43.6155,True,Maritime Blockade Threats
EVT-00356,2025-05-03,Strait of Malacca,IRGC Fast-Boat Harassment,Minor,Aframax,Bahamas,28.4,39.0,2.5119,102.6708,False,Maritime Blockade Threats
EVT-00357,2025-05-04,Strait of Hormuz,Oil Spill from Damaged Tanker,Moderate,LPG Carrier,Malta,2.2,457.0,26.9408,57.2581,True,Maritime Blockade Threats
EVT-00358,2025-05-05,Persian Gulf – East China Sea,IRGC Fast-Boat Harassment,Minor,LPG Carrier,Bahamas,10.2,82.0,31.7197,103.9298,True,Maritime Blockade Threats
EVT-00359,2025-05-06,Persian Gulf – Bay of Bengal,IRGC Fast-Boat Harassment,Moderate,LPG Carrier,Malta,19.5,11.0,8.5478,41.117,False,Maritime Blockade Threats
EVT-00360,2025-05-06,Persian Gulf – Sea of Japan,Cyber-Attack on Port Systems,Minor,LPG Carrier,Japan,8.0,92.0,34.415,74.5278,False,Maritime Blockade Threats
EVT-00361,2025-05-07,Persian Gulf – Bay of Bengal,Missile Attack on Tanker,Moderate,Suezmax,Singapore,3.2,55.0,25.4484,102.7622,False,Maritime Blockade Threats
EVT-00362,2025-05-07,Strait of Hormuz,Piracy / Armed Boarding,Severe,VLCC,Hong Kong,259.7,121.0,26.4886,56.654,True,Maritime Blockade Threats
EVT-00363,2025-05-08,Cape of Good Hope (reroute),Oil Spill from Damaged Tanker,Minor,LNG Carrier,Greece,1.2,57.0,-34.9204,18.5029,False,Maritime Blockade Threats
EVT-00364,2025-05-08,Persian Gulf – Bay of Bengal,Unexploded Ordnance Discovery,Moderate,Product Tanker,Liberia,21.1,271.0,18.9262,48.1196,False,Maritime Blockade Threats
EVT-00365,2025-05-08,Strait of Hormuz,Maritime Corridor Suspension,Minor,Container Ship,Hong Kong,11.7,18.0,27.3138,56.5997,False,Maritime Blockade Threats
EVT-00366,2025-05-09,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Minor,Container Ship,Greece,6.1,12.0,12.1511,42.3396,False,Maritime Blockade Threats
EVT-00367,2025-05-09,Suez Canal,Cyber-Attack on Port Systems,Moderate,Aframax,Liberia,33.0,203.0,30.787,31.752,True,Maritime Blockade Threats
EVT-00368,2025-05-10,Strait of Hormuz,Unexploded Ordnance Discovery,Minor,VLCC,China,1.6,106.0,27.3737,57.1215,False,Maritime Blockade Threats
EVT-00369,2025-05-10,Strait of Hormuz,Drone Strike Near Vessel,Severe,VLCC,Hong Kong,22.3,1144.0,27.1774,56.6887,True,Maritime Blockade Threats
EVT-00370,2025-05-10,Suez Canal,GPS Spoofing / Jamming Incident,Moderate,Suezmax,Hong Kong,68.2,406.0,30.2303,31.3771,True,Maritime Blockade Threats
EVT-00371,2025-05-10,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Minor,Product Tanker,China,7.3,54.0,13.1033,43.0703,False,Maritime Blockade Threats
EVT-00372,2025-05-11,Suez Canal,Drone Strike Near Vessel,Severe,Product Tanker,Japan,5.5,144.0,29.9335,31.3107,True,Maritime Blockade Threats
EVT-00373,2025-05-12,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Critical,LPG Carrier,Greece,262.2,894.0,13.0158,43.6735,True,Maritime Blockade Threats
EVT-00374,2025-05-13,Bab el-Mandeb / Red Sea,Port Closure (Military),Critical,VLCC,Malta,131.7,39.0,13.0455,42.8626,True,Maritime Blockade Threats
EVT-00375,2025-05-13,Suez Canal,Port Closure (Military),Critical,VLCC,Bahamas,18.1,1278.0,30.6592,31.9026,True,Maritime Blockade Threats
EVT-00376,2025-05-13,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Moderate,Product Tanker,Marshall Islands,32.1,94.0,13.6322,42.6712,False,Maritime Blockade Threats
EVT-00377,2025-05-13,Strait of Hormuz,Coalition Naval Escort Delay,Minor,Product Tanker,Liberia,9.9,3.0,27.2522,56.0294,False,Maritime Blockade Threats
EVT-00378,2025-05-14,Persian Gulf – East China Sea,Military Blockade Enforcement,Moderate,LPG Carrier,Panama,32.3,192.0,30.2732,80.1673,False,Maritime Blockade Threats
EVT-00379,2025-05-16,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Minor,Container Ship,Panama,21.3,8.0,13.1124,44.2733,False,Maritime Blockade Threats
EVT-00380,2025-05-17,Strait of Malacca,Cyber-Attack on Port Systems,Minor,Product Tanker,China,2.5,85.0,2.185,101.8534,False,Maritime Blockade Threats
EVT-00381,2025-05-17,Strait of Hormuz,Military Blockade Enforcement,Moderate,LNG Carrier,Liberia,14.8,99.0,26.9169,56.2252,False,Maritime Blockade Threats
EVT-00382,2025-05-17,Aden Gulf – Indian Ocean,Houthi Anti-Ship Missile,Minor,LNG Carrier,Panama,8.9,2.0,26.1272,89.4534,False,Maritime Blockade Threats
EVT-00383,2025-05-18,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Moderate,Product Tanker,China,54.1,93.0,13.7357,42.5696,True,Maritime Blockade Threats
EVT-00384,2025-05-19,Strait of Hormuz,Unexploded Ordnance Discovery,Severe,LPG Carrier,Liberia,35.6,1565.0,27.1472,56.2374,True,Maritime Blockade Threats
EVT-00385,2025-05-20,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Severe,LNG Carrier,Hong Kong,49.1,263.0,12.6306,42.788,True,Maritime Blockade Threats
EVT-00386,2025-05-20,Strait of Hormuz,Piracy / Armed Boarding,Critical,Container Ship,Bahamas,55.5,950.0,26.9068,57.1433,True,Maritime Blockade Threats
EVT-00387,2025-05-21,Persian Gulf – Sea of Japan,Houthi Anti-Ship Missile,Minor,LNG Carrier,China,8.5,8.0,12.8744,115.8561,False,Maritime Blockade Threats
EVT-00388,2025-05-21,Persian Gulf – East China Sea,Oil Spill from Damaged Tanker,Critical,Product Tanker,Liberia,104.8,2507.0,15.5492,65.4875,True,Maritime Blockade Threats
EVT-00389,2025-05-22,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Severe,Container Ship,Bahamas,94.1,21.0,13.469,43.507,True,Maritime Blockade Threats
EVT-00390,2025-05-23,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Minor,Aframax,Hong Kong,7.7,60.0,13.6276,43.0145,False,Maritime Blockade Threats
EVT-00391,2025-05-23,Bab el-Mandeb / Red Sea,Unexploded Ordnance Discovery,Minor,Aframax,Panama,2.5,39.0,13.235,43.2484,True,Maritime Blockade Threats
EVT-00392,2025-05-25,Persian Gulf – East China Sea,Naval Mine Detonation,Moderate,Container Ship,Japan,12.3,61.0,28.6567,42.5634,True,Maritime Blockade Threats
EVT-00393,2025-05-25,Strait of Hormuz,Cyber-Attack on Port Systems,Moderate,Bulk Carrier,China,2.8,4.0,27.362,56.428,False,Maritime Blockade Threats
EVT-00394,2025-05-25,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Minor,Product Tanker,Japan,9.1,205.0,12.0855,42.53,False,Maritime Blockade Threats
EVT-00395,2025-05-26,Bab el-Mandeb / Red Sea,Maritime Corridor Suspension,Moderate,Product Tanker,Liberia,8.0,97.0,13.2688,43.8595,False,Maritime Blockade Threats
EVT-00396,2025-05-26,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Severe,Container Ship,Malta,6.2,240.0,13.3127,43.4585,True,Maritime Blockade Threats
EVT-00397,2025-05-26,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Moderate,Container Ship,Malta,0.2,64.0,13.4285,43.9033,False,Maritime Blockade Threats
EVT-00398,2025-05-26,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Moderate,Product Tanker,Greece,4.5,235.0,13.0154,43.4258,True,Maritime Blockade Threats
EVT-00399,2025-05-26,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Moderate,LNG Carrier,Liberia,17.4,100.0,11.9688,43.8964,False,Maritime Blockade Threats
EVT-00400,2025-05-27,Strait of Hormuz,GPS Spoofing / Jamming Incident,Severe,Bulk Carrier,Liberia,180.0,605.0,27.1964,56.5416,True,Maritime Blockade Threats
EVT-00401,2025-05-28,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Minor,LNG Carrier,Bahamas,8.4,209.0,13.2533,43.5129,False,Maritime Blockade Threats
EVT-00402,2025-05-28,Strait of Hormuz,Missile Attack on Tanker,Minor,Suezmax,China,16.4,42.0,26.4991,55.6986,True,Maritime Blockade Threats
EVT-00403,2025-05-28,Strait of Hormuz,Missile Attack on Tanker,Minor,LNG Carrier,Malta,4.7,36.0,25.5544,56.2734,False,Maritime Blockade Threats
EVT-00404,2025-05-29,Strait of Hormuz,Insurance No-Go Zone Declaration,Moderate,Bulk Carrier,Greece,1.3,144.0,26.7064,55.4773,False,Maritime Blockade Threats
EVT-00405,2025-05-29,Arabian Sea – South China Sea,Houthi Anti-Ship Missile,Moderate,Container Ship,Greece,29.6,226.0,28.636,77.7608,False,Maritime Blockade Threats
EVT-00406,2025-05-29,Strait of Hormuz,Unexploded Ordnance Discovery,Critical,Product Tanker,China,51.7,98.0,26.5153,56.4446,True,Maritime Blockade Threats
EVT-00407,2025-05-30,Persian Gulf – Bay of Bengal,Maritime Corridor Suspension,Minor,LNG Carrier,Japan,6.0,158.0,14.4088,95.5179,True,Maritime Blockade Threats
EVT-00408,2025-05-30,Bab el-Mandeb / Red Sea,Unexploded Ordnance Discovery,Critical,LPG Carrier,Malta,49.2,689.0,13.0092,43.652,True,Maritime Blockade Threats
EVT-00409,2025-05-31,Cape of Good Hope (reroute),Houthi Anti-Ship Missile,Critical,LNG Carrier,Malta,150.1,1492.0,-35.0512,17.8847,True,Maritime Blockade Threats
EVT-00410,2025-05-31,Persian Gulf – East China Sea,Maritime Corridor Suspension,Minor,LNG Carrier,Greece,2.7,15.0,18.7554,100.863,False,Maritime Blockade Threats
EVT-00411,2025-05-31,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Moderate,LPG Carrier,Greece,28.2,125.0,12.5701,42.687,True,Maritime Blockade Threats
EVT-00412,2025-06-01,Aden Gulf – Indian Ocean,Military Blockade Enforcement,Minor,Suezmax,Marshall Islands,2.5,4.0,30.7797,53.4104,False,Maritime Blockade Threats
EVT-00413,2025-06-01,Bab el-Mandeb / Red Sea,Coalition Naval Escort Delay,Minor,Bulk Carrier,Greece,10.7,104.0,11.928,42.8335,True,Maritime Blockade Threats
EVT-00414,2025-06-01,Strait of Hormuz,Houthi Anti-Ship Missile,Moderate,VLCC,Hong Kong,18.1,163.0,25.6518,56.3359,False,Maritime Blockade Threats
EVT-00415,2025-06-01,Strait of Hormuz,Houthi Anti-Ship Missile,Severe,Aframax,Japan,80.2,158.0,25.598,56.0605,True,Maritime Blockade Threats
EVT-00416,2025-06-01,Strait of Hormuz,GPS Spoofing / Jamming Incident,Critical,LNG Carrier,Liberia,136.7,3944.0,25.8874,56.3549,True,Maritime Blockade Threats
EVT-00417,2025-06-02,Aden Gulf – Indian Ocean,Military Blockade Enforcement,Severe,Container Ship,China,37.2,891.0,10.2416,104.1362,True,Maritime Blockade Threats
EVT-00418,2025-06-02,Strait of Hormuz,GPS Spoofing / Jamming Incident,Severe,LNG Carrier,Japan,16.8,133.0,26.3911,55.5825,True,Maritime Blockade Threats
EVT-00419,2025-06-02,Strait of Hormuz,Maritime Corridor Suspension,Minor,Container Ship,Greece,12.1,75.0,26.37,56.4753,False,Maritime Blockade Threats
EVT-00420,2025-06-02,Cape of Good Hope (reroute),Coalition Naval Escort Delay,Minor,Container Ship,Japan,5.2,38.0,-34.8312,17.5089,False,Maritime Blockade Threats
EVT-00421,2025-06-03,Strait of Hormuz,Drone Strike Near Vessel,Severe,Aframax,Malta,92.6,210.0,27.1844,56.8932,True,Maritime Blockade Threats
EVT-00422,2025-06-03,Strait of Malacca,Coalition Naval Escort Delay,Minor,LPG Carrier,Marshall Islands,3.3,92.0,2.927,100.8741,False,Maritime Blockade Threats
EVT-00423,2025-06-04,Persian Gulf – Bay of Bengal,Cyber-Attack on Port Systems,Minor,Product Tanker,Marshall Islands,5.4,64.0,21.9742,114.0294,False,Maritime Blockade Threats
EVT-00424,2025-06-04,Persian Gulf – East China Sea,IRGC Fast-Boat Harassment,Critical,LNG Carrier,Malta,154.2,120.0,14.8868,53.5972,True,Maritime Blockade Threats
EVT-00425,2025-06-04,Persian Gulf – Bay of Bengal,GPS Spoofing / Jamming Incident,Severe,VLCC,Marshall Islands,29.0,336.0,14.2032,87.2471,True,Maritime Blockade Threats
EVT-00426,2025-06-05,Bab el-Mandeb / Red Sea,Oil Spill from Damaged Tanker,Minor,Container Ship,Marshall Islands,0.5,86.0,11.8673,43.7723,False,Maritime Blockade Threats
EVT-00427,2025-06-05,Cape of Good Hope (reroute),Maritime Corridor Suspension,Moderate,LPG Carrier,Bahamas,2.2,74.0,-34.2804,18.2727,True,Maritime Blockade Threats
EVT-00428,2025-06-05,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Critical,LNG Carrier,Panama,118.2,567.0,13.5573,44.1875,True,Maritime Blockade Threats
EVT-00429,2025-06-06,Strait of Hormuz,Missile Attack on Tanker,Severe,Bulk Carrier,Liberia,8.4,81.0,27.4866,56.7327,True,Maritime Blockade Threats
EVT-00430,2025-06-06,Bab el-Mandeb / Red Sea,Unexploded Ordnance Discovery,Moderate,Container Ship,Malta,45.2,270.0,12.195,42.7826,False,Maritime Blockade Threats
EVT-00431,2025-06-06,Strait of Hormuz,Unexploded Ordnance Discovery,Minor,LPG Carrier,Japan,7.7,9.0,25.6689,55.4817,False,Maritime Blockade Threats
EVT-00432,2025-06-08,Persian Gulf – Sea of Japan,Coalition Naval Escort Delay,Minor,Aframax,Marshall Islands,12.0,36.0,34.678,53.0327,False,Maritime Blockade Threats
EVT-00433,2025-06-08,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Moderate,Aframax,Singapore,54.9,280.0,12.2209,43.5352,False,Maritime Blockade Threats
EVT-00434,2025-06-08,Persian Gulf – East China Sea,Coalition Naval Escort Delay,Minor,Container Ship,China,7.0,19.0,5.5242,42.8983,False,Maritime Blockade Threats
EVT-00435,2025-06-09,Strait of Hormuz,GPS Spoofing / Jamming Incident,Moderate,Aframax,Marshall Islands,1.1,132.0,27.1022,55.7814,False,Maritime Blockade Threats
EVT-00436,2025-06-09,Bab el-Mandeb / Red Sea,IRGC Fast-Boat Harassment,Minor,LPG Carrier,Japan,1.3,177.0,12.9388,42.3554,False,Maritime Blockade Threats
EVT-00437,2025-06-09,Cape of Good Hope (reroute),Houthi Anti-Ship Missile,Minor,LPG Carrier,Malta,1.2,34.0,-34.3311,19.4799,True,Maritime Blockade Threats
EVT-00438,2025-06-09,Aden Gulf – Indian Ocean,GPS Spoofing / Jamming Incident,Moderate,Container Ship,China,40.2,19.0,18.7989,92.6753,False,Maritime Blockade Threats
EVT-00439,2025-06-10,Cape of Good Hope (reroute),Maritime Corridor Suspension,Severe,Suezmax,Greece,10.9,62.0,-33.7125,18.7839,True,Maritime Blockade Threats
EVT-00440,2025-06-11,Strait of Hormuz,Oil Spill from Damaged Tanker,Severe,Product Tanker,Liberia,36.4,1249.0,27.1437,55.353,True,Maritime Blockade Threats
EVT-00441,2025-06-12,Suez Canal,Insurance No-Go Zone Declaration,Severe,LNG Carrier,Panama,2.6,144.0,31.1262,31.5898,True,Maritime Blockade Threats
EVT-00442,2025-06-12,Suez Canal,Naval Mine Detonation,Moderate,Product Tanker,Japan,17.2,408.0,31.0708,32.4592,True,Maritime Blockade Threats
EVT-00443,2025-06-13,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Severe,Container Ship,Liberia,45.3,162.0,12.8497,44.0072,True,Maritime Blockade Threats
EVT-00444,2025-06-14,Aden Gulf – Indian Ocean,Port Closure (Military),Severe,LNG Carrier,Greece,21.7,329.0,31.3203,106.3924,True,Maritime Blockade Threats
EVT-00445,2025-06-14,Bab el-Mandeb / Red Sea,Military Blockade Enforcement,Minor,Aframax,Malta,9.4,29.0,13.1552,42.4416,False,Maritime Blockade Threats
EVT-00446,2025-06-14,Strait of Malacca,Oil Spill from Damaged Tanker,Moderate,Bulk Carrier,Singapore,18.0,98.0,2.329,102.5716,True,Maritime Blockade Threats
EVT-00447,2025-06-14,Strait of Hormuz,Piracy / Armed Boarding,Minor,Aframax,Greece,1.4,99.0,25.53,56.6101,False,Maritime Blockade Threats
EVT-00448,2025-06-15,Strait of Hormuz,Houthi Anti-Ship Missile,Minor,Container Ship,Marshall Islands,1.7,36.0,25.7933,56.7048,False,Maritime Blockade Threats
EVT-00449,2025-06-15,Aden Gulf – Indian Ocean,Port Closure (Military),Moderate,VLCC,Hong Kong,21.2,9.0,30.9438,115.0124,False,Maritime Blockade Threats
EVT-00450,2025-06-15,Strait of Hormuz,Drone Strike Near Vessel,Severe,Bulk Carrier,Marshall Islands,10.1,1446.0,25.7891,55.3734,True,Maritime Blockade Threats
EVT-00451,2025-06-15,Bab el-Mandeb / Red Sea,Cyber-Attack on Port Systems,Minor,Aframax,Marshall Islands,0.4,59.0,12.4564,43.8539,False,Maritime Blockade Threats
EVT-00452,2025-06-16,Arabian Sea – South China Sea,Naval Mine Detonation,Critical,Suezmax,Bahamas,43.0,1726.0,13.6942,106.7139,True,Maritime Blockade Threats
EVT-00453,2025-06-16,Arabian Sea – South China Sea,Piracy / Armed Boarding,Moderate,Bulk Carrier,Malta,11.4,13.0,28.0688,100.0235,False,Maritime Blockade Threats
EVT-00454,2025-06-16,Persian Gulf – East China Sea,Missile Attack on Tanker,Critical,Container Ship,Japan,78.0,1096.0,25.0403,46.5556,True,Maritime Blockade Threats
EVT-00455,2025-06-17,Strait of Malacca,Port Closure (Military),Severe,Container Ship,Japan,19.0,737.0,2.9986,102.2235,True,Maritime Blockade Threats
EVT-00456,2025-06-17,Cape of Good Hope (reroute),Port Closure (Military),Severe,LNG Carrier,Marshall Islands,50.2,30.0,-33.5609,18.7381,True,Maritime Blockade Threats
EVT-00457,2025-06-18,Suez Canal,Insurance No-Go Zone Declaration,Severe,Bulk Carrier,Panama,26.5,430.0,30.2234,33.186,True,Maritime Blockade Threats
EVT-00458,2025-06-19,Suez Canal,Drone Strike Near Vessel,Minor,Bulk Carrier,Malta,1.7,45.0,30.5671,31.9086,False,Maritime Blockade Threats
EVT-00459,2025-06-19,Persian Gulf – Sea of Japan,Missile Attack on Tanker,Severe,Suezmax,Bahamas,51.5,695.0,23.0482,112.4265,True,Maritime Blockade Threats
EVT-00460,2025-06-19,Suez Canal,Piracy / Armed Boarding,Severe,LPG Carrier,Hong Kong,48.8,40.0,31.3203,31.4317,True,Maritime Blockade Threats
EVT-00461,2025-06-20,Persian Gulf – Sea of Japan,Port Closure (Military),Moderate,LNG Carrier,Greece,9.8,987.0,8.7547,40.2315,False,Maritime Blockade Threats
EVT-00462,2025-06-20,Suez Canal,Drone Strike Near Vessel,Severe,Bulk Carrier,Greece,95.7,374.0,30.6096,31.8871,True,Maritime Blockade Threats
EVT-00463,2025-06-21,Strait of Malacca,Military Blockade Enforcement,Severe,LPG Carrier,Marshall Islands,35.0,389.0,1.6304,101.5303,True,Maritime Blockade Threats
EVT-00464,2025-06-22,Strait of Hormuz,Oil Spill from Damaged Tanker,Moderate,Product Tanker,Bahamas,20.9,26.0,27.1049,56.4857,True,Maritime Blockade Threats
EVT-00465,2025-06-23,Bab el-Mandeb / Red Sea,GPS Spoofing / Jamming Incident,Moderate,Bulk Carrier,Malta,48.4,150.0,12.0633,43.2922,False,Maritime Blockade Threats
EVT-00466,2025-06-23,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Minor,Bulk Carrier,Greece,4.8,65.0,12.3784,42.5708,False,Maritime Blockade Threats
EVT-00467,2025-06-24,Strait of Hormuz,Houthi Anti-Ship Missile,Minor,LNG Carrier,Bahamas,4.2,124.0,26.2751,55.4683,False,Maritime Blockade Threats
EVT-00468,2025-06-24,Bab el-Mandeb / Red Sea,Missile Attack on Tanker,Severe,LPG Carrier,Hong Kong,162.6,886.0,12.0441,43.438,True,Maritime Blockade Threats
EVT-00469,2025-06-24,Bab el-Mandeb / Red Sea,Drone Strike Near Vessel,Moderate,Suezmax,Japan,2.0,13.0,11.9445,43.176,False,Maritime Blockade Threats
EVT-00470,2025-06-25,Strait of Hormuz,Port Closure (Military),Minor,Aframax,Panama,15.3,50.0,25.9602,56.9334,False,Maritime Blockade Threats
EVT-00471,2025-06-25,Strait of Hormuz,Cyber-Attack on Port Systems,Severe,LPG Carrier,China,45.7,11.0,25.8791,56.6905,True,Maritime Blockade Threats
EVT-00472,2025-06-25,Strait of Hormuz,Drone Strike Near Vessel,Minor,Product Tanker,Japan,5.4,46.0,26.1426,56.8559,False,Maritime Blockade Threats
EVT-00473,2025-06-26,Bab el-Mandeb / Red Sea,Houthi Anti-Ship Missile,Severe,LPG Carrier,Singapore,45.4,300.0,13.0482,43.9759,True,Maritime Blockade Threats
EVT-00474,2025-06-26,Arabian Sea – South China Sea,Drone Strike Near Vessel,Moderate,Bulk Carrier,Singapore,9.0,22.0,22.0597,44.7796,False,Maritime Blockade Threats
EVT-00475,2025-06-29,Bab el-Mandeb / Red Sea,Naval Mine Detonation,Minor,Bulk Carrier,Marshall Islands,0.9,25.0,12.5469,43.8792,False,Maritime Blockade Threats
EVT-00476,2025-06-29,Suez Canal,Cyber-Attack on Port Systems,Severe,Product Tanker,Malta,99.4,266.0,29.5879,32.0021,True,Maritime Blockade Threats
EVT-00477,2025-06-30,Strait of Hormuz,Insurance No-Go Zone Declaration,Moderate,Aframax,Bahamas,10.2,52.0,26.2149,56.4228,False,Maritime Blockade Threats
EVT-00478,2025-07-01,Strait of Hormuz,Missile Attack on Tanker,Minor,Aframax,Bahamas,2.3,207.0,26.67,56.9509,False,Peak Disruption
EVT-00479,2025-07-01,Strait of Hormuz,Military Blockade Enforcement,Moderate,Product Tanker,Greece,32.1,5.0,26.8507,56.5117,False,Peak Disruption
EVT-00480,2025-07-01,Bab el-Mandeb / Red Sea,Insurance No-Go Zone Declaration,Moderate,Suezmax,Bahamas,34.6,63.0,12.1025,43.3139,False,Peak Disruption
EVT-00481,2025-07-02,Bab el-Mandeb / Red Sea,Piracy / Armed Boarding,Minor,LPG Carrier,Japan,1.1,10.0,13.5352,42.6473,False,Peak Disruption
EVT-00482,2025-07-02,Strait of Hormuz,Houthi Anti-Ship Missile,Moderate,VLCC,China,12.9,72.0,26.2099,56.0752,False,Peak Disruption
EVT-00483,2025-07-02,Strait of Hormuz,Coalition Naval Escort Delay,Severe,Bulk Carrier,China,255.1,94.0,25.9934,56.3177,True,Peak Disruption
EVT-00484,2025-07-03,Strait of Malacca,Insurance No-Go Zone Declaration,Critical,LPG Carrier,China,135.5,2899.0,2.8528,101.463,True,Peak Disruption
