Response_ID,Date,Country,Response_Category,Implementing_Institution,Estimated_Cost_MUSD,Urgency_Level,Implementation_Status,Effectiveness_Score,ME_Dependency_Reduction_Pct,Conflict_Phase
RSP-00399,2025-06-01,Singapore,Freight Corridor Agreement,Ministry of Energy,0.5,Critical,In Progress,8.6,3.99,Maritime Blockade Threats
RSP-00400,2025-06-01,Singapore,Alternative Supplier Agreement,Ministry of Trade,0.5,Medium,Completed,9.1,3.86,Maritime Blockade Threats
RSP-00401,2025-06-01,Singapore,LNG Terminal Fast-Track,Ministry of Trade,0.2,High,In Progress,7.4,4.0,Maritime Blockade Threats
RSP-00402,2025-06-01,Singapore,Maritime Insurance Fund,Ministry of Defense,0.5,Medium,In Progress,9.5,3.06,Maritime Blockade Threats
RSP-00403,2025-06-01,Singapore,Alternative Supplier Agreement,National Oil Company,0.3,Critical,In Progress,5.0,2.53,Maritime Blockade Threats
RSP-00404,2025-06-01,Singapore,Emergency Energy Import Deal,National Oil Company,0.4,High,In Progress,4.9,3.49,Maritime Blockade Threats
RSP-00405,2025-06-01,New Zealand,Naval Escort Deployment,Ministry of Finance,0.1,Low,Completed,6.3,1.03,Maritime Blockade Threats
RSP-00406,2025-06-01,Sri Lanka,Port Security Enhancement,Maritime Authority,0.1,High,Announced,6.7,3.71,Maritime Blockade Threats
RSP-00407,2025-06-01,Sri Lanka,Freight Corridor Agreement,Maritime Authority,0.1,Medium,Completed,4.5,3.76,Maritime Blockade Threats
RSP-00408,2025-06-01,Sri Lanka,Fuel Subsidy Increase,Ministry of Defense,0.1,High,In Progress,2.1,3.78,Maritime Blockade Threats
RSP-00409,2025-06-01,Sri Lanka,Strategic Fuel Stockpile Mandate,National Oil Company,0.1,Medium,Delayed,7.6,4.34,Maritime Blockade Threats
RSP-00410,2025-06-01,Myanmar,Emergency Energy Import Deal,National Oil Company,0.1,Critical,In Progress,6.1,1.05,Maritime Blockade Threats
RSP-00411,2025-06-01,Cambodia,Refinery Capacity Expansion,Central Bank,0.1,Medium,In Progress,6.4,1.52,Maritime Blockade Threats
RSP-00412,2025-06-01,Laos,SPR Release,Ministry of Trade,0.1,Medium,Announced,7.0,0.47,Maritime Blockade Threats
RSP-00413,2025-06-01,Mongolia,Port Security Enhancement,Emergency Management Agency,0.1,High,Completed,5.2,0.18,Maritime Blockade Threats
RSP-00414,2025-07-01,China,Renewable Energy Fast-Track,Ministry of Finance,17.5,High,In Progress,8.2,3.16,Peak Disruption
RSP-00415,2025-07-01,China,Renewable Energy Fast-Track,Ministry of Defense,5.9,Critical,Completed,7.0,2.43,Peak Disruption
RSP-00416,2025-07-01,China,Alternative Supplier Agreement,Central Bank,5.7,Medium,Completed,5.9,2.97,Peak Disruption
RSP-00417,2025-07-01,China,Fuel Subsidy Increase,Maritime Authority,12.7,Medium,Completed,3.9,2.57,Peak Disruption
RSP-00418,2025-07-01,India,Alternative Supplier Agreement,Ministry of Finance,1.8,High,Delayed,6.5,4.63,Peak Disruption
RSP-00419,2025-07-01,India,Coal-to-Gas Switching Ban,National Oil Company,2.5,Critical,In Progress,9.2,3.86,Peak Disruption
RSP-00420,2025-07-01,India,Coal-to-Gas Switching Ban,Ministry of Trade,5.1,Critical,In Progress,6.6,4.57,Peak Disruption
RSP-00421,2025-07-01,Japan,Coal-to-Gas Switching Ban,National Oil Company,4.7,High,Completed,2.3,5.68,Peak Disruption
RSP-00422,2025-07-01,Japan,Emergency Energy Import Deal,Ministry of Trade,2.0,Critical,Completed,4.8,5.36,Peak Disruption
RSP-00423,2025-07-01,Japan,Naval Escort Deployment,Emergency Management Agency,3.4,Medium,Completed,8.8,6.27,Peak Disruption
RSP-00424,2025-07-01,Japan,Port Security Enhancement,Emergency Management Agency,4.1,High,Announced,5.3,5.39,Peak Disruption
RSP-00425,2025-07-01,South Korea,Renewable Energy Fast-Track,Ministry of Trade,2.5,Critical,Delayed,7.1,4.74,Peak Disruption
RSP-00426,2025-07-01,South Korea,Naval Escort Deployment,Ministry of Finance,0.9,High,Announced,7.3,4.25,Peak Disruption
RSP-00427,2025-07-01,South Korea,Alternative Supplier Agreement,Ministry of Trade,2.5,Critical,Delayed,5.3,3.74,Peak Disruption
RSP-00428,2025-07-01,Australia,Naval Escort Deployment,Ministry of Trade,0.4,High,Announced,4.8,0.96,Peak Disruption
RSP-00429,2025-07-01,Australia,LNG Terminal Fast-Track,Ministry of Energy,0.2,High,In Progress,6.7,0.79,Peak Disruption
RSP-00430,2025-07-01,Australia,Coal-to-Gas Switching Ban,National Oil Company,0.4,Low,Announced,8.0,0.91,Peak Disruption
RSP-00431,2025-07-01,Indonesia,LNG Terminal Fast-Track,National Oil Company,0.2,High,In Progress,6.3,1.05,Peak Disruption
RSP-00432,2025-07-01,Thailand,Freight Corridor Agreement,Maritime Authority,0.6,High,Completed,6.6,4.11,Peak Disruption
RSP-00433,2025-07-01,Thailand,Emergency Energy Import Deal,Ministry of Finance,0.5,Medium,Completed,5.8,3.16,Peak Disruption
RSP-00434,2025-07-01,Thailand,Port Security Enhancement,Ministry of Defense,0.2,High,In Progress,5.3,2.72,Peak Disruption
RSP-00435,2025-07-01,Thailand,Naval Escort Deployment,Emergency Management Agency,0.3,Medium,Completed,8.0,3.45,Peak Disruption
RSP-00436,2025-07-01,Thailand,Port Security Enhancement,Ministry of Finance,0.7,Critical,Delayed,3.6,3.97,Peak Disruption
RSP-00437,2025-07-01,Vietnam,Fuel Subsidy Increase,Emergency Management Agency,0.1,Critical,In Progress,5.0,1.48,Peak Disruption
RSP-00438,2025-07-01,Philippines,Coal-to-Gas Switching Ban,Ministry of Finance,0.5,Medium,Completed,5.5,3.47,Peak Disruption
RSP-00439,2025-07-01,Philippines,Port Security Enhancement,Ministry of Trade,0.2,Low,In Progress,5.0,4.42,Peak Disruption
RSP-00440,2025-07-01,Philippines,LNG Terminal Fast-Track,Central Bank,0.5,Critical,Announced,5.8,4.14,Peak Disruption
RSP-00441,2025-07-01,Malaysia,Maritime Insurance Fund,Central Bank,0.1,High,Announced,4.6,0.76,Peak Disruption
RSP-00442,2025-07-01,Malaysia,Maritime Insurance Fund,Ministry of Finance,0.1,High,Announced,5.1,0.85,Peak Disruption
RSP-00443,2025-07-01,Pakistan,Fuel Subsidy Increase,Central Bank,0.5,Critical,In Progress,6.0,3.51,Peak Disruption
RSP-00444,2025-07-01,Pakistan,Fuel Subsidy Increase,Maritime Authority,0.6,Critical,Completed,4.5,3.97,Peak Disruption
RSP-00445,2025-07-01,Pakistan,Port Security Enhancement,National Oil Company,0.4,Critical,Completed,6.1,3.89,Peak Disruption
RSP-00446,2025-07-01,Pakistan,SPR Release,Maritime Authority,0.4,Medium,In Progress,6.7,3.78,Peak Disruption
RSP-00447,2025-07-01,Pakistan,SPR Release,Central Bank,0.6,High,Completed,8.0,3.61,Peak Disruption
RSP-00448,2025-07-01,Pakistan,Coal-to-Gas Switching Ban,Ministry of Trade,0.3,Medium,Completed,6.5,4.63,Peak Disruption
RSP-00449,2025-07-01,Bangladesh,SPR Release,Maritime Authority,0.2,Low,In Progress,5.9,2.61,Peak Disruption
RSP-00450,2025-07-01,Bangladesh,Emergency Energy Import Deal,Ministry of Defense,0.2,High,In Progress,7.4,2.21,Peak Disruption
RSP-00451,2025-07-01,Bangladesh,SPR Release,Central Bank,0.2,High,In Progress,4.7,2.31,Peak Disruption
RSP-00452,2025-07-01,Taiwan,Alternative Supplier Agreement,Maritime Authority,0.6,High,In Progress,6.3,4.2,Peak Disruption
RSP-00453,2025-07-01,Taiwan,LNG Terminal Fast-Track,Ministry of Defense,0.5,Medium,In Progress,6.0,5.04,Peak Disruption
RSP-00454,2025-07-01,Taiwan,LNG Terminal Fast-Track,Ministry of Trade,1.0,Medium,In Progress,5.6,4.67,Peak Disruption
RSP-00455,2025-07-01,Singapore,SPR Release,Ministry of Finance,0.4,High,Announced,5.5,4.42,Peak Disruption
RSP-00456,2025-07-01,Singapore,Cyber Defense for Energy Grid,Ministry of Defense,0.2,High,Completed,6.9,5.43,Peak Disruption
RSP-00457,2025-07-01,Singapore,Refinery Capacity Expansion,Emergency Management Agency,0.6,High,Delayed,5.9,4.0,Peak Disruption
RSP-00458,2025-07-01,Singapore,Port Security Enhancement,Emergency Management Agency,0.7,High,In Progress,7.0,4.86,Peak Disruption
RSP-00459,2025-07-01,Singapore,Naval Escort Deployment,Ministry of Finance,1.0,Critical,In Progress,8.9,4.49,Peak Disruption
RSP-00460,2025-07-01,New Zealand,Naval Escort Deployment,Ministry of Defense,0.1,High,In Progress,3.9,1.43,Peak Disruption
RSP-00461,2025-07-01,Sri Lanka,Port Security Enhancement,Maritime Authority,0.1,Medium,Completed,5.6,5.01,Peak Disruption
RSP-00462,2025-07-01,Sri Lanka,Coal-to-Gas Switching Ban,Ministry of Defense,0.1,Low,Announced,5.0,4.16,Peak Disruption
RSP-00463,2025-07-01,Myanmar,Freight Corridor Agreement,National Oil Company,0.1,Medium,Announced,5.8,2.33,Peak Disruption
RSP-00464,2025-07-01,Myanmar,SPR Release,Emergency Management Agency,0.1,Critical,In Progress,5.7,2.04,Peak Disruption
RSP-00465,2025-07-01,Myanmar,Fuel Subsidy Increase,Emergency Management Agency,0.1,Critical,Announced,7.4,2.48,Peak Disruption
RSP-00466,2025-07-01,Myanmar,Freight Corridor Agreement,Ministry of Finance,0.1,Medium,Delayed,6.8,2.35,Peak Disruption
RSP-00467,2025-07-01,Cambodia,Naval Escort Deployment,Maritime Authority,0.1,Medium,Announced,5.5,2.34,Peak Disruption
RSP-00468,2025-07-01,Cambodia,Emergency Energy Import Deal,Ministry of Defense,0.1,Medium,Announced,10.0,1.94,Peak Disruption
RSP-00469,2025-07-01,Cambodia,Bilateral Defense Pact,Emergency Management Agency,0.1,Critical,In Progress,8.3,2.07,Peak Disruption
RSP-00470,2025-07-01,Laos,Fuel Subsidy Increase,Ministry of Trade,0.1,High,Delayed,5.9,0.73,Peak Disruption
RSP-00471,2025-07-01,Mongolia,Renewable Energy Fast-Track,Central Bank,0.1,High,Announced,6.5,0.33,Peak Disruption
RSP-00472,2025-08-01,China,Emergency Energy Import Deal,Ministry of Finance,7.4,Medium,In Progress,6.2,3.01,Peak Disruption
RSP-00473,2025-08-01,China,Port Security Enhancement,Emergency Management Agency,4.7,Critical,Completed,5.5,3.27,Peak Disruption
RSP-00474,2025-08-01,China,Port Security Enhancement,Ministry of Finance,12.5,High,Delayed,5.7,2.36,Peak Disruption
RSP-00475,2025-08-01,India,Bilateral Defense Pact,Ministry of Finance,3.5,Medium,Completed,6.5,3.99,Peak Disruption
RSP-00476,2025-08-01,India,Freight Corridor Agreement,Ministry of Finance,1.8,High,Completed,7.8,2.83,Peak Disruption
RSP-00477,2025-08-01,India,Emergency Energy Import Deal,Maritime Authority,2.4,Medium,In Progress,5.3,3.5,Peak Disruption
RSP-00478,2025-08-01,Japan,Alternative Supplier Agreement,Central Bank,4.5,High,Completed,5.7,4.93,Peak Disruption
RSP-00479,2025-08-01,Japan,Alternative Supplier Agreement,Ministry of Trade,5.0,High,In Progress,7.1,5.93,Peak Disruption
RSP-00480,2025-08-01,Japan,Strategic Fuel Stockpile Mandate,Emergency Management Agency,2.1,High,Announced,5.5,4.1,Peak Disruption
RSP-00481,2025-08-01,Japan,Emergency Energy Import Deal,Ministry of Energy,6.7,Medium,Announced,8.2,4.05,Peak Disruption
RSP-00482,2025-08-01,Japan,Strategic Fuel Stockpile Mandate,Ministry of Finance,2.2,Low,In Progress,5.5,5.67,Peak Disruption
RSP-00483,2025-08-01,Japan,Emergency Energy Import Deal,Emergency Management Agency,5.1,Medium,Completed,6.4,5.67,Peak Disruption
RSP-00484,2025-08-01,South Korea,Refinery Capacity Expansion,Ministry of Defense,1.2,Critical,Completed,6.2,4.91,Peak Disruption
RSP-00485,2025-08-01,South Korea,Bilateral Defense Pact,Ministry of Finance,0.8,Medium,In Progress,4.6,4.12,Peak Disruption
RSP-00486,2025-08-01,South Korea,Maritime Insurance Fund,Central Bank,1.1,Low,In Progress,7.6,5.17,Peak Disruption
RSP-00487,2025-08-01,South Korea,Cyber Defense for Energy Grid,Emergency Management Agency,1.4,High,In Progress,7.0,4.95,Peak Disruption
RSP-00488,2025-08-01,South Korea,Bilateral Defense Pact,Emergency Management Agency,2.0,Medium,Delayed,5.9,5.11,Peak Disruption
RSP-00489,2025-08-01,South Korea,Naval Escort Deployment,Emergency Management Agency,1.7,Critical,In Progress,3.4,4.88,Peak Disruption
RSP-00490,2025-08-01,South Korea,Coal-to-Gas Switching Ban,Emergency Management Agency,1.9,High,In Progress,4.8,4.94,Peak Disruption
RSP-00491,2025-08-01,South Korea,Emergency Energy Import Deal,Emergency Management Agency,2.3,High,Completed,5.9,4.77,Peak Disruption
RSP-00492,2025-08-01,South Korea,Freight Corridor Agreement,National Oil Company,2.2,Low,Announced,4.2,3.49,Peak Disruption
RSP-00493,2025-08-01,South Korea,Refinery Capacity Expansion,Emergency Management Agency,2.2,Medium,In Progress,3.9,3.37,Peak Disruption
RSP-00494,2025-08-01,Australia,SPR Release,Central Bank,0.6,Low,In Progress,7.0,0.78,Peak Disruption
RSP-00495,2025-08-01,Indonesia,Refinery Capacity Expansion,Maritime Authority,0.2,High,Completed,6.8,0.81,Peak Disruption
RSP-00496,2025-08-01,Thailand,Maritime Insurance Fund,Maritime Authority,0.2,High,Announced,5.4,2.54,Peak Disruption
RSP-00497,2025-08-01,Thailand,LNG Terminal Fast-Track,Maritime Authority,0.7,High,In Progress,4.2,3.42,Peak Disruption
RSP-00498,2025-08-01,Thailand,LNG Terminal Fast-Track,National Oil Company,0.4,Critical,Announced,7.0,3.5,Peak Disruption
RSP-00499,2025-08-01,Thailand,Refinery Capacity Expansion,Ministry of Defense,0.6,Medium,Delayed,8.9,3.47,Peak Disruption
RSP-00500,2025-08-01,Thailand,Fuel Subsidy Increase,Ministry of Trade,0.5,Medium,In Progress,5.8,4.11,Peak Disruption
RSP-00501,2025-08-01,Vietnam,Refinery Capacity Expansion,Central Bank,0.2,High,In Progress,3.2,1.21,Peak Disruption
RSP-00502,2025-08-01,Philippines,Cyber Defense for Energy Grid,Ministry of Energy,0.5,Critical,Completed,5.5,4.2,Peak Disruption
RSP-00503,2025-08-01,Philippines,Port Security Enhancement,Central Bank,0.5,Medium,Announced,8.2,3.57,Peak Disruption
RSP-00504,2025-08-01,Philippines,Fuel Subsidy Increase,Ministry of Trade,0.4,High,Announced,6.7,4.24,Peak Disruption
RSP-00505,2025-08-01,Malaysia,Freight Corridor Agreement,Ministry of Finance,0.1,High,Delayed,5.8,0.9,Peak Disruption
RSP-00506,2025-08-01,Pakistan,Fuel Subsidy Increase,Maritime Authority,0.4,Medium,In Progress,6.2,4.75,Peak Disruption
RSP-00507,2025-08-01,Pakistan,Naval Escort Deployment,Ministry of Defense,0.5,High,Completed,5.6,5.13,Peak Disruption
RSP-00508,2025-08-01,Pakistan,Naval Escort Deployment,Emergency Management Agency,0.6,Critical,Announced,5.4,5.17,Peak Disruption
RSP-00509,2025-08-01,Pakistan,SPR Release,Emergency Management Agency,0.1,Medium,Announced,7.0,4.64,Peak Disruption
RSP-00510,2025-08-01,Pakistan,Refinery Capacity Expansion,Maritime Authority,0.2,High,Completed,4.1,5.17,Peak Disruption
RSP-00511,2025-08-01,Pakistan,Strategic Fuel Stockpile Mandate,National Oil Company,0.3,Medium,Announced,6.9,4.58,Peak Disruption
RSP-00512,2025-08-01,Pakistan,Bilateral Defense Pact,National Oil Company,0.3,High,Completed,6.2,4.54,Peak Disruption
RSP-00513,2025-08-01,Pakistan,Cyber Defense for Energy Grid,Ministry of Finance,0.6,Low,Announced,5.0,4.98,Peak Disruption
RSP-00514,2025-08-01,Pakistan,Port Security Enhancement,Ministry of Defense,0.3,High,Announced,7.0,4.76,Peak Disruption
RSP-00515,2025-08-01,Pakistan,LNG Terminal Fast-Track,Ministry of Defense,0.2,Critical,Delayed,6.7,4.22,Peak Disruption
RSP-00516,2025-08-01,Bangladesh,Maritime Insurance Fund,Ministry of Trade,0.3,High,Completed,6.0,2.53,Peak Disruption
RSP-00517,2025-08-01,Bangladesh,Strategic Fuel Stockpile Mandate,Ministry of Defense,0.1,High,Completed,6.4,2.88,Peak Disruption
RSP-00518,2025-08-01,Bangladesh,Bilateral Defense Pact,Emergency Management Agency,0.4,Low,Announced,4.5,2.58,Peak Disruption
RSP-00519,2025-08-01,Bangladesh,Renewable Energy Fast-Track,Ministry of Finance,0.2,High,Completed,6.8,2.46,Peak Disruption
RSP-00520,2025-08-01,Taiwan,Maritime Insurance Fund,Maritime Authority,0.5,Critical,Delayed,5.1,4.62,Peak Disruption
RSP-00521,2025-08-01,Taiwan,Fuel Subsidy Increase,National Oil Company,0.5,High,Completed,5.0,4.36,Peak Disruption
RSP-00522,2025-08-01,Taiwan,Cyber Defense for Energy Grid,National Oil Company,0.6,Medium,Delayed,5.7,5.02,Peak Disruption
RSP-00523,2025-08-01,Taiwan,Freight Corridor Agreement,Ministry of Energy,0.8,Medium,In Progress,4.7,4.9,Peak Disruption
RSP-00524,2025-08-01,Taiwan,Coal-to-Gas Switching Ban,Central Bank,1.1,Critical,Completed,8.3,4.96,Peak Disruption
RSP-00525,2025-08-01,Singapore,Cyber Defense for Energy Grid,Ministry of Finance,0.8,Medium,Announced,6.8,5.79,Peak Disruption
RSP-00526,2025-08-01,Singapore,Port Security Enhancement,Ministry of Energy,0.7,High,Completed,4.7,4.36,Peak Disruption
RSP-00527,2025-08-01,Singapore,Renewable Energy Fast-Track,Ministry of Finance,0.3,Low,In Progress,5.6,3.87,Peak Disruption
RSP-00528,2025-08-01,Singapore,Fuel Subsidy Increase,Ministry of Energy,0.6,Medium,In Progress,5.5,4.9,Peak Disruption
RSP-00529,2025-08-01,Singapore,Bilateral Defense Pact,National Oil Company,0.4,High,In Progress,5.1,5.43,Peak Disruption
RSP-00530,2025-08-01,Singapore,Fuel Subsidy Increase,Maritime Authority,0.8,Medium,Completed,4.6,5.43,Peak Disruption
RSP-00531,2025-08-01,Singapore,Fuel Subsidy Increase,Ministry of Trade,0.7,Critical,In Progress,7.0,3.91,Peak Disruption
RSP-00532,2025-08-01,New Zealand,Port Security Enhancement,National Oil Company,0.1,High,Announced,5.5,1.99,Peak Disruption
RSP-00533,2025-08-01,New Zealand,Coal-to-Gas Switching Ban,Maritime Authority,0.1,Critical,In Progress,3.6,1.31,Peak Disruption
RSP-00534,2025-08-01,Sri Lanka,Strategic Fuel Stockpile Mandate,Ministry of Finance,0.1,High,Announced,8.7,5.97,Peak Disruption
RSP-00535,2025-08-01,Sri Lanka,Maritime Insurance Fund,Emergency Management Agency,0.1,High,In Progress,8.3,4.32,Peak Disruption
RSP-00536,2025-08-01,Sri Lanka,Emergency Energy Import Deal,Maritime Authority,0.2,Critical,In Progress,4.8,5.77,Peak Disruption
RSP-00537,2025-08-01,Sri Lanka,LNG Terminal Fast-Track,Emergency Management Agency,0.1,Critical,In Progress,8.6,6.75,Peak Disruption
RSP-00538,2025-08-01,Sri Lanka,Port Security Enhancement,Maritime Authority,0.1,Medium,Completed,6.0,5.71,Peak Disruption
RSP-00539,2025-08-01,Sri Lanka,Fuel Subsidy Increase,Ministry of Energy,0.1,High,Delayed,4.7,6.38,Peak Disruption
RSP-00540,2025-08-01,Sri Lanka,SPR Release,Emergency Management Agency,0.1,Medium,In Progress,7.8,5.66,Peak Disruption
RSP-00541,2025-08-01,Myanmar,Strategic Fuel Stockpile Mandate,Ministry of Finance,0.1,High,In Progress,6.8,2.54,Peak Disruption
RSP-00542,2025-08-01,Cambodia,Coal-to-Gas Switching Ban,Ministry of Defense,0.1,High,Delayed,6.3,2.65,Peak Disruption
RSP-00543,2025-08-01,Cambodia,Cyber Defense for Energy Grid,Maritime Authority,0.1,High,Announced,4.6,2.08,Peak Disruption
RSP-00544,2025-08-01,Cambodia,Maritime Insurance Fund,Emergency Management Agency,0.1,High,Delayed,5.8,2.57,Peak Disruption
RSP-00545,2025-08-01,Laos,Fuel Subsidy Increase,National Oil Company,0.1,High,Completed,4.7,0.71,Peak Disruption
RSP-00546,2025-08-01,Mongolia,Port Security Enhancement,Maritime Authority,0.1,Critical,Completed,6.2,0.33,Peak Disruption
RSP-00547,2025-09-01,China,Freight Corridor Agreement,Ministry of Defense,14.2,Critical,Announced,6.5,2.29,Peak Disruption
RSP-00548,2025-09-01,China,Emergency Energy Import Deal,Maritime Authority,15.4,Medium,Announced,7.3,3.19,Peak Disruption
RSP-00549,2025-09-01,China,Coal-to-Gas Switching Ban,Emergency Management Agency,14.0,High,In Progress,5.0,2.27,Peak Disruption
RSP-00550,2025-09-01,India,Port Security Enhancement,Emergency Management Agency,3.6,Medium,Announced,6.5,3.46,Peak Disruption
RSP-00551,2025-09-01,India,Coal-to-Gas Switching Ban,Ministry of Trade,3.6,High,Delayed,3.7,4.51,Peak Disruption
RSP-00552,2025-09-01,India,Alternative Supplier Agreement,Emergency Management Agency,5.4,Medium,Announced,5.2,2.96,Peak Disruption
RSP-00553,2025-09-01,India,Renewable Energy Fast-Track,Maritime Authority,5.0,Medium,In Progress,6.6,4.07,Peak Disruption
RSP-00554,2025-09-01,India,Alternative Supplier Agreement,Emergency Management Agency,3.6,Critical,Announced,7.4,3.19,Peak Disruption
RSP-00555,2025-09-01,Japan,Fuel Subsidy Increase,Emergency Management Agency,3.8,High,In Progress,6.6,4.44,Peak Disruption
RSP-00556,2025-09-01,Japan,Strategic Fuel Stockpile Mandate,Ministry of Trade,6.8,Medium,Completed,5.4,6.55,Peak Disruption
RSP-00557,2025-09-01,Japan,SPR Release,Central Bank,7.3,High,Delayed,5.9,4.67,Peak Disruption
RSP-00558,2025-09-01,Japan,Coal-to-Gas Switching Ban,Central Bank,6.0,Medium,In Progress,6.8,6.43,Peak Disruption
RSP-00559,2025-09-01,Japan,SPR Release,Ministry of Finance,6.0,Critical,In Progress,8.3,4.87,Peak Disruption
RSP-00560,2025-09-01,South Korea,SPR Release,Central Bank,0.6,Medium,In Progress,3.6,3.59,Peak Disruption
RSP-00561,2025-09-01,South Korea,Strategic Fuel Stockpile Mandate,Ministry of Energy,0.8,Medium,Delayed,6.0,3.4,Peak Disruption
RSP-00562,2025-09-01,South Korea,Alternative Supplier Agreement,National Oil Company,1.8,Medium,Announced,3.8,4.19,Peak Disruption
RSP-00563,2025-09-01,Australia,Strategic Fuel Stockpile Mandate,Ministry of Finance,0.2,Medium,Completed,6.7,0.98,Peak Disruption
RSP-00564,2025-09-01,Indonesia,Maritime Insurance Fund,Ministry of Defense,0.3,Low,In Progress,4.6,1.23,Peak Disruption
RSP-00565,2025-09-01,Thailand,Strategic Fuel Stockpile Mandate,National Oil Company,0.3,High,In Progress,6.8,3.31,Peak Disruption
RSP-00566,2025-09-01,Thailand,Renewable Energy Fast-Track,National Oil Company,0.5,Critical,In Progress,5.4,3.3,Peak Disruption
RSP-00567,2025-09-01,Vietnam,LNG Terminal Fast-Track,Central Bank,0.2,Medium,In Progress,6.1,1.15,Peak Disruption
RSP-00568,2025-09-01,Philippines,Freight Corridor Agreement,Maritime Authority,0.3,Medium,Announced,6.0,4.12,Peak Disruption
RSP-00569,2025-09-01,Malaysia,Bilateral Defense Pact,National Oil Company,0.1,Low,Completed,8.3,0.77,Peak Disruption
RSP-00570,2025-09-01,Pakistan,Cyber Defense for Energy Grid,Central Bank,0.6,High,Completed,4.9,5.41,Peak Disruption
RSP-00571,2025-09-01,Pakistan,Bilateral Defense Pact,Ministry of Trade,0.6,High,In Progress,7.1,4.66,Peak Disruption
RSP-00572,2025-09-01,Pakistan,Freight Corridor Agreement,Ministry of Energy,0.2,High,Completed,3.3,4.59,Peak Disruption
RSP-00573,2025-09-01,Pakistan,Cyber Defense for Energy Grid,Ministry of Defense,0.3,Medium,Completed,7.9,3.54,Peak Disruption
RSP-00574,2025-09-01,Pakistan,Freight Corridor Agreement,Emergency Management Agency,0.3,Low,Completed,4.6,5.45,Peak Disruption
RSP-00575,2025-09-01,Pakistan,Bilateral Defense Pact,Maritime Authority,0.7,Medium,Completed,7.9,4.02,Peak Disruption
RSP-00576,2025-09-01,Pakistan,Coal-to-Gas Switching Ban,Ministry of Energy,0.3,Low,Announced,4.4,3.41,Peak Disruption
RSP-00577,2025-09-01,Pakistan,Port Security Enhancement,Ministry of Trade,0.2,High,In Progress,7.4,4.52,Peak Disruption
RSP-00578,2025-09-01,Pakistan,Alternative Supplier Agreement,Ministry of Defense,0.4,Low,Announced,7.1,5.1,Peak Disruption
RSP-00579,2025-09-01,Bangladesh,Freight Corridor Agreement,Ministry of Energy,0.2,Low,Completed,4.8,2.47,Peak Disruption
RSP-00580,2025-09-01,Bangladesh,Fuel Subsidy Increase,Emergency Management Agency,0.2,Critical,Completed,7.3,2.55,Peak Disruption
RSP-00581,2025-09-01,Bangladesh,Cyber Defense for Energy Grid,Ministry of Trade,0.1,Medium,Delayed,8.0,2.16,Peak Disruption
RSP-00582,2025-09-01,Bangladesh,Freight Corridor Agreement,Ministry of Energy,0.1,Critical,Announced,6.3,2.33,Peak Disruption
RSP-00583,2025-09-01,Taiwan,Strategic Fuel Stockpile Mandate,Central Bank,0.4,Medium,In Progress,6.2,4.22,Peak Disruption
RSP-00584,2025-09-01,Taiwan,Freight Corridor Agreement,Ministry of Defense,1.0,Medium,Delayed,5.6,4.81,Peak Disruption
RSP-00585,2025-09-01,Singapore,Bilateral Defense Pact,Ministry of Trade,0.6,Medium,Completed,3.9,5.13,Peak Disruption
RSP-00586,2025-09-01,Singapore,Coal-to-Gas Switching Ban,Ministry of Finance,0.8,Medium,Announced,3.1,4.25,Peak Disruption
RSP-00587,2025-09-01,Singapore,Maritime Insurance Fund,Ministry of Trade,0.8,Medium,Completed,3.9,5.36,Peak Disruption
RSP-00588,2025-09-01,Singapore,Emergency Energy Import Deal,Emergency Management Agency,0.5,High,Announced,6.8,4.54,Peak Disruption
RSP-00589,2025-09-01,Singapore,Strategic Fuel Stockpile Mandate,Emergency Management Agency,0.3,Critical,In Progress,7.7,4.71,Peak Disruption
RSP-00590,2025-09-01,Singapore,Maritime Insurance Fund,Central Bank,0.5,Medium,Completed,4.7,5.34,Peak Disruption
RSP-00591,2025-09-01,New Zealand,Renewable Energy Fast-Track,Ministry of Defense,0.1,Medium,Completed,5.0,1.98,Peak Disruption
RSP-00592,2025-09-01,New Zealand,Renewable Energy Fast-Track,Central Bank,0.1,Medium,Announced,6.2,1.97,Peak Disruption
RSP-00593,2025-09-01,Sri Lanka,LNG Terminal Fast-Track,Emergency Management Agency,0.1,High,Announced,5.5,4.32,Peak Disruption
RSP-00594,2025-09-01,Sri Lanka,Emergency Energy Import Deal,Ministry of Energy,0.2,High,In Progress,8.3,5.3,Peak Disruption
RSP-00595,2025-09-01,Myanmar,Freight Corridor Agreement,Ministry of Trade,0.1,Low,Completed,6.7,1.64,Peak Disruption
RSP-00596,2025-09-01,Myanmar,Coal-to-Gas Switching Ban,Ministry of Energy,0.1,Medium,In Progress,5.0,2.55,Peak Disruption
RSP-00597,2025-09-01,Myanmar,Alternative Supplier Agreement,Ministry of Energy,0.1,Critical,Completed,8.2,1.75,Peak Disruption
RSP-00598,2025-09-01,Myanmar,Freight Corridor Agreement,Ministry of Trade,0.1,High,Completed,7.9,2.44,Peak Disruption
RSP-00599,2025-09-01,Myanmar,Coal-to-Gas Switching Ban,Maritime Authority,0.1,Critical,Completed,7.6,2.26,Peak Disruption
RSP-00600,2025-09-01,Myanmar,Renewable Energy Fast-Track,Ministry of Finance,0.1,High,Completed,6.4,2.45,Peak Disruption
RSP-00601,2025-09-01,Myanmar,Emergency Energy Import Deal,Central Bank,0.1,High,Announced,6.3,1.98,Peak Disruption
